학교코드(KEDI),학교명_20251001,행정구_20251001,설립_20251001,지역규모_20251001,주소_20251001,학생수_20251001,학급수_20251001,교원수_20251001,학급당학생수_20251001_공시,교원1인당학생수_20251001_공시,부산교육청_기준학생수_정책2026,학생수기준_충족_정책2026,정책적용대상_공립_정책2026,주분석대상_소규모공립_정책2026,학생수_20250401_1학년,학급수_20250401_1학년,일반학생수_20250401_1학년,일반학급수_20250401_1학년,특수학생수_20250401_1학년,특수학급수_20250401_1학년,학생수_20250401_2학년,학급수_20250401_2학년,일반학생수_20250401_2학년,일반학급수_20250401_2학년,특수학생수_20250401_2학년,특수학급수_20250401_2학년,학생수_20250401_3학년,학급수_20250401_3학년,일반학생수_20250401_3학년,일반학급수_20250401_3학년,특수학생수_20250401_3학년,특수학급수_20250401_3학년,학생수_20250401_4학년,학급수_20250401_4학년,일반학생수_20250401_4학년,일반학급수_20250401_4학년,특수학생수_20250401_4학년,특수학급수_20250401_4학년,학생수_20250401_5학년,학급수_20250401_5학년,일반학생수_20250401_5학년,일반학급수_20250401_5학년,특수학생수_20250401_5학년,특수학급수_20250401_5학년,학생수_20250401_6학년,학급수_20250401_6학년,일반학생수_20250401_6학년,일반학급수_20250401_6학년,특수학생수_20250401_6학년,특수학급수_20250401_6학년,학생수_20250401_반합계,학급수_20250401_반합계,일반학생수_20250401_반합계,일반학급수_20250401_반합계,특수학생수_20250401_반합계,특수학급수_20250401_반합계,조사기준일_데이터3,학생수_20250401_학교총계,학급수_20250401_학교총계,교지면적_20250401,학생1인당교지면적_20250401_공시,일반교실수_20250401,교과교실수_20250401,특별교실수_20250401,수준별교실수_20250401,기타교실수_20250401,전체교실수_20250401,학생수_일반교실_20250401,학생수_전체교실_20250401,학급당학생수_20251001_계산,교원1인당학생수_20251001_계산
212021456,절영초등학교,영도구,공립,특별/광역시,부산광역시 영도구 함지로 37(동삼동.절영초등학교),59,7,16,8.4,3.7,240,True,True,True,15.0,2.0,10.0,1.0,5.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,12.0,1.0,12.0,1.0,0.0,0.0,11.0,1.0,11.0,1.0,0.0,0.0,9.0,1.0,9.0,1.0,0.0,0.0,10.0,1.0,10.0,1.0,0.0,0.0,60.0,7.0,55.0,6.0,5.0,1.0,20250401,60,7,8244,137.4,7,3,2,0,5,17,8.571428571428571,3.5294117647058822,8.428571428571429,3.6875
212021500,청학초등학교,영도구,공립,특별/광역시,부산광역시 영도구 청학로 49. 청학초등학교 (청학동),151,11,21,13.7,7.2,240,True,True,True,14.0,2.0,12.0,1.0,2.0,1.0,19.0,1.0,19.0,1.0,0.0,0.0,28.0,2.0,28.0,2.0,0.0,0.0,25.0,2.0,25.0,2.0,0.0,0.0,25.0,2.0,25.0,2.0,0.0,0.0,40.0,2.0,40.0,2.0,0.0,0.0,151.0,11.0,149.0,10.0,2.0,1.0,20250401,151,11,11664,77.2,10,10,9,0,13,42,15.1,3.5952380952380953,13.727272727272727,7.190476190476191
212021524,태종대초등학교,영도구,공립,특별/광역시,부산광역시 영도구 태종로 802. 38 (동삼동),105,7,13,15.0,8.1,240,True,True,True,21.0,2.0,18.0,1.0,3.0,1.0,12.0,1.0,12.0,1.0,0.0,0.0,17.0,1.0,17.0,1.0,0.0,0.0,7.0,1.0,7.0,1.0,0.0,0.0,23.0,1.0,23.0,1.0,0.0,0.0,24.0,1.0,24.0,1.0,0.0,0.0,104.0,7.0,101.0,6.0,3.0,1.0,20250401,104,7,7574,72.8,10,0,4,0,1,15,10.4,6.933333333333334,15.0,8.076923076923077
212021287,광일초등학교,중구,공립,특별/광역시,부산광역시 중구 중구로 74(대청동4가) 광일초등학교,203,12,22,16.9,9.2,240,True,True,True,22.0,1.0,22.0,1.0,0.0,0.0,25.0,2.0,25.0,2.0,0.0,0.0,42.0,2.0,42.0,2.0,0.0,0.0,36.0,2.0,36.0,2.0,0.0,0.0,40.0,3.0,34.0,2.0,6.0,1.0,46.0,2.0,46.0,2.0,0.0,0.0,211.0,12.0,205.0,11.0,6.0,1.0,20250401,211,12,10424,49.4,22,0,4,0,0,26,9.590909090909092,8.115384615384615,16.916666666666668,9.227272727272727
212021286,보수초등학교,중구,공립,특별/광역시,부산광역시 중구 흑교로 74(보수동1가),154,12,19,12.8,8.1,240,True,True,True,9.0,1.0,9.0,1.0,0.0,0.0,26.0,2.0,26.0,2.0,0.0,0.0,26.0,2.0,26.0,2.0,0.0,0.0,28.0,3.0,24.0,2.0,4.0,1.0,38.0,2.0,38.0,2.0,0.0,0.0,30.0,2.0,30.0,2.0,0.0,0.0,157.0,12.0,153.0,11.0,4.0,1.0,20250401,157,12,5277,33.6,12,1,3,0,0,16,13.083333333333334,9.8125,12.833333333333334,8.105263157894736
212021288,봉래초등학교,중구,공립,특별/광역시,부산광역시 중구 대영로 226번길 15(영주동.봉래초등학교),171,12,23,14.3,7.4,240,True,True,True,19.0,1.0,19.0,1.0,0.0,0.0,26.0,2.0,26.0,2.0,0.0,0.0,26.0,2.0,26.0,2.0,0.0,0.0,32.0,2.0,32.0,2.0,0.0,0.0,29.0,2.0,29.0,2.0,0.0,0.0,41.0,3.0,34.0,2.0,7.0,1.0,173.0,12.0,166.0,11.0,7.0,1.0,20250401,173,12,9469,54.7,14,1,2,0,0,17,12.357142857142858,10.176470588235293,14.25,7.434782608695652
216021238,반석초등학교,해운대구,공립,특별/광역시,부산광역시 해운대구 선수촌로207번길 14(반여동. 반석초등학교),62,7,14,8.9,4.4,240,True,True,True,9.0,2.0,7.0,1.0,2.0,1.0,10.0,1.0,10.0,1.0,0.0,0.0,10.0,1.0,10.0,1.0,0.0,0.0,9.0,1.0,9.0,1.0,0.0,0.0,12.0,1.0,12.0,1.0,0.0,0.0,10.0,1.0,10.0,1.0,0.0,0.0,60.0,7.0,58.0,6.0,2.0,1.0,20250401,60,7,7780,129.7,7,0,18,0,1,26,8.571428571428571,2.3076923076923075,8.857142857142858,4.428571428571429
216021244,반송초등학교,해운대구,공립,특별/광역시,부산광역시 해운대구 아랫반송로30번길 37-16(반송동) 반송초등학교,104,10,17,10.4,6.1,240,True,True,True,8.0,1.0,8.0,1.0,0.0,0.0,10.0,1.0,10.0,1.0,0.0,0.0,16.0,2.0,10.0,1.0,6.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,30.0,3.0,30.0,3.0,0.0,0.0,18.0,2.0,18.0,2.0,0.0,0.0,102.0,10.0,96.0,9.0,6.0,1.0,20250401,102,10,14507,142.2,17,3,8,0,3,31,6.0,3.2903225806451615,10.4,6.117647058823529
216021256,반여초등학교,해운대구,공립,특별/광역시,부산광역시 해운대구 재반로 301. 반여초등학교,161,13,22,12.4,7.3,240,True,True,True,10.0,1.0,10.0,1.0,0.0,0.0,26.0,2.0,26.0,2.0,0.0,0.0,36.0,4.0,24.0,2.0,12.0,2.0,29.0,2.0,29.0,2.0,0.0,0.0,39.0,2.0,39.0,2.0,0.0,0.0,28.0,2.0,28.0,2.0,0.0,0.0,168.0,13.0,156.0,11.0,12.0,2.0,20250401,168,13,29307,174.4,23,0,7,0,3,33,7.304347826086956,5.090909090909091,12.384615384615385,7.318181818181818
216021292,송정초등학교,해운대구,공립,특별/광역시,부산광역시 해운대구 해운대로 1164-9. 송정초등학교 (송정동),220,14,22,15.7,10.0,240,True,True,True,29.0,3.0,26.0,2.0,3.0,1.0,21.0,1.0,21.0,1.0,0.0,0.0,31.0,2.0,31.0,2.0,0.0,0.0,41.0,2.0,41.0,2.0,0.0,0.0,50.0,3.0,46.0,2.0,4.0,1.0,47.0,3.0,47.0,3.0,0.0,0.0,219.0,14.0,212.0,12.0,7.0,2.0,20250401,219,14,11635,53.1,15,0,7,0,0,22,14.6,9.954545454545455,15.714285714285714,10.0
216021352,운봉초등학교,해운대구,공립,특별/광역시,부산광역시 해운대구 신반송로 11-20. 운봉초등학교 (반송동),106,10,19,10.6,5.6,240,True,True,True,13.0,1.0,13.0,1.0,0.0,0.0,6.0,1.0,6.0,1.0,0.0,0.0,16.0,1.0,16.0,1.0,0.0,0.0,20.0,1.0,20.0,1.0,0.0,0.0,30.0,3.0,26.0,2.0,4.0,1.0,26.0,3.0,23.0,2.0,3.0,1.0,111.0,10.0,104.0,8.0,7.0,2.0,20250401,111,10,16487,148.5,33,6,4,0,4,47,3.3636363636363638,2.3617021276595747,10.6,5.578947368421052
216021364,운송초등학교,해운대구,공립,특별/광역시,부산광역시 해운대구 반송로 839(반송동.운송초등학교),75,7,12,10.7,6.3,240,True,True,True,13.0,2.0,10.0,1.0,3.0,1.0,6.0,1.0,6.0,1.0,0.0,0.0,20.0,1.0,20.0,1.0,0.0,0.0,14.0,1.0,14.0,1.0,0.0,0.0,9.0,1.0,9.0,1.0,0.0,0.0,14.0,1.0,14.0,1.0,0.0,0.0,76.0,7.0,73.0,6.0,3.0,1.0,20250401,76,7,15292,201.2,8,2,8,0,2,20,9.5,3.8,10.714285714285714,6.25
